CNTYVTD,VTDKEY,BidenD_20G_President,TrumpR_20G_President,JorgensenL_20G_President,HawkinsG_20G_President,Write-InW_20G_President
"0294019",797,1010,449,11,8,0
"0294020",798,495,306,6,3,3
"0294021",799,415,270,3,3,1
"0294022",800,55,49,0,0,0
"0294023",801,942,569,12,5,0
"0294024",802,1093,552,12,10,2
"0294025",803,482,234,8,4,0
"0294026",804,1357,548,11,9,1
"0294027",805,702,290,5,6,2
"0294028",806,1126,357,13,7,1
"0294029",807,980,222,6,11,1
"0294030",808,160,18,0,1,0
"0294031",809,698,276,10,2,1
"0294032",810,679,357,9,5,1
"0294033",811,1343,646,16,11,0
"0294034",812,665,333,7,2,0
"0294035",813,13,10,1,1,0
"0294036",814,1279,277,19,8,0
"0294037",815,734,120,4,2,0
"0294038",816,1420,770,28,6,1
"0294039",817,590,68,3,3,0
"0294040",818,552,117,4,2,0
"0294041",819,964,144,6,8,1
"0294042",820,97,58,2,3,0
"0294043",821,1217,716,30,9,2
"0294044",822,538,298,7,5,2
"0294045",823,936,584,17,6,1
"0294046",824,985,847,31,2,0
"0294047",825,998,548,16,8,2
"0294048",826,765,241,3,7,0
"0294049",827,952,476,25,3,0
"0294050",828,536,627,20,3,1
"0294051",829,659,741,10,10,3
"0294052",830,805,709,22,2,0
"0294053",831,852,574,20,3,0
"0294054",832,1434,1179,40,9,1
"0294055",833,505,564,20,9,2
"0294056",834,1037,1065,27,13,1
"0294057",835,530,799,14,0,1
"0294058",836,492,788,10,3,0
"0294059",837,799,685,25,4,1
"0294060",838,690,470,11,6,2
"0294061",839,931,400,17,8,1
"0294062",840,310,146,1,2,0
"0294063",841,314,208,11,1,0
"0294064",842,807,663,17,4,2
"0294065",843,1662,666,22,7,3
"0294066",844,1414,701,25,5,1
"0294067",845,592,448,14,5,1
"0294068",846,310,163,5,1,1
"0294069",847,293,471,6,1,0
"0294070",848,1492,601,21,11,0
"0294071",849,202,973,13,1,0
"0294072",850,637,1558,22,1,2
"0294073",851,538,549,9,3,1
"0294074",852,581,717,21,5,0
"0294075",853,301,80,0,2,0
"0294076",854,1310,710,26,8,1
"0294077",855,1331,812,20,12,1
"0294078",856,232,741,5,3,0
"0294079",857,496,585,13,2,0
"0294080",858,871,475,12,5,1
"0294081",859,183,205,12,2,0
"0294082",860,766,183,9,9,1
"0294083",861,327,221,21,3,0
"0294084",862,274,99,5,3,1
"0294085",863,5,35,1,0,0
"0294086",864,118,207,1,3,0
"0294087",865,1158,605,15,6,1
"0294088",866,1668,777,29,13,1
"0294089",867,1250,938,35,5,1
"0294090",868,741,633,27,5,1
"0294091",869,444,233,6,7,0
"0294092",870,593,595,6,6,0
"0294093",871,991,790,25,7,2
"0294094",872,671,575,16,5,1
"0294095",873,636,508,19,3,1
"0294096",874,950,571,19,8,1
"0294097",875,762,689,23,4,1
"0294098",876,564,505,17,7,1
"0294099",877,474,281,16,4,0
"0294100",878,393,293,9,2,0
"0294101",879,295,435,11,1,1
"0294102",880,311,162,3,2,0
"0294103",881,0,0,0,0,0
"0294104",882,748,638,13,2,0
"0294105",883,634,787,24,7,1
"0294106",884,180,75,3,2,0
"0294107",885,485,424,11,1,1
"0294108",886,1305,949,37,5,0
"0294109",887,556,334,14,4,0
"0294110",888,614,183,13,10,0
"0294111",889,172,22,6,1,1
"0294112",890,296,320,2,1,0
"0294113",891,411,96,0,3,0
"0294114",892,31,16,0,0,0
"0294115",893,71,81,0,0,0
"0294116",894,19,16,0,0,0
"0294117",895,219,173,2,1,0
"0294118",896,15,40,2,0,0
"0294119",897,326,98,5,2,1
"0294120",898,74,36,3,0,0
"0294121",899,57,84,0,0,0
"0294122",900,40,14,1,0,0
"0294123",901,70,23,0,0,0
"0294124",902,835,296,6,10,0
"0294125",903,23,14,1,3,0
"0294126",904,589,655,9,2,1
"0294127",905,19,13,0,0,0
"0294128",906,81,39,2,0,0
"0294129",907,20,63,0,0,0
"0294130",908,305,249,13,2,0
"0294131",909,166,76,3,0,0
"0294132",910,1077,569,27,10,2
"0294133",911,3,15,0,0,0
"0294134",912,3,1,0,0,0
"0294135",913,0,0,0,0,0
"0294136",914,349,381,14,3,0
"0294137",915,14,75,0,0,1
"0294138",916,0,0,0,0,0
"0294139",917,0,0,0,1,0
"0294140",918,0,0,0,0,0
"0294141",919,118,37,2,2,0
"0294142",920,296,58,3,3,0
"0294143",921,2013,793,42,15,5
"0294144",922,155,237,8,1,0
"0294145",923,3,2,0,0,0
"0294146",924,11,7,0,0,0
"0294147",925,124,93,3,1,0
"0294148",926,50,49,0,0,0
"0294149",927,169,102,6,1,0
"0294150",928,815,377,16,5,1
"0294151",929,99,339,4,1,0
"0294152",930,789,476,19,7,2
"0294153",931,58,53,0,0,0
"0294154",932,262,196,4,0,0
"0294155",933,1243,366,24,8,0
"0294156",934,496,210,10,3,1
"0294157",935,850,192,9,6,0
"0294158",936,199,116,5,3,0
"0294159",937,4,9,0,0,0
"0294160",938,860,375,12,5,1
"0294161",939,360,65,3,3,0
"0294162",940,877,708,24,9,2
"0294163",941,929,456,17,8,0
"0294164",942,694,901,28,2,1
"0294165",943,23,47,1,0,0
"0294166",944,159,69,1,0,0
"0294167",945,6,11,0,0,0
"0294168",946,980,452,21,4,0
"0294169",947,111,140,2,1,0
"0294170",948,140,105,2,0,0
"0294171",949,466,456,12,5,0
"0294172",950,509,413,9,5,1
"0294173",951,580,514,23,3,1
"0294174",952,530,346,16,3,0
"0294175",953,0,0,0,0,0
"0294176",954,347,371,10,1,0
"0294177",955,25,2,1,0,0
"0294178",956,2,0,0,0,0
"0294179",957,1066,927,37,9,1
"0294180",958,0,3,0,0,0
"0294181",959,0,1,0,0,0
"0294182",960,0,0,0,0,0
"0294183",961,53,13,1,0,0
"0294184",962,10,1,0,0,0
"0294185",963,0,1,0,0,0
"0294186",964,62,13,1,1,0
"0294187",965,0,0,0,0,0
"0294188",966,0,0,0,0,0
"0294189",967,395,189,4,1,0
"0294190",968,0,1,1,0,0
"0294191",969,1,0,0,0,0
"0294192",970,0,0,0,0,0
"0294193",971,26,13,0,0,0
"0294194",972,238,214,7,3,0
"0294195",973,0,0,0,0,0
"0294196",974,0,0,0,0,0
"0294197",975,2,1,0,0,0
"0294198",976,729,269,11,4,1
"0294199",977,520,307,17,5,0
"0294200",978,1318,657,27,11,0
"0294201",979,3,10,0,0,0
"0294202",980,0,0,0,0,0
"0294203",981,215,43,3,1,0
"0294204",982,3,1,0,0,0
"0294205",983,45,40,0,0,0
"0294206",984,189,148,10,2,0
"0294207",985,0,0,0,0,0
"0294208",986,0,0,0,0,0
"0294209",987,11,35,0,0,0
"0294210",988,8,3,1,0,0
"0294211",989,18,2,0,1,0
"0294212",990,0,0,0,0,0
"0294213",991,17,10,0,0,0
"0310102",992,450,1362,22,6,3
"0310201",993,472,1339,17,2,3
"0310302",994,298,692,5,1,3
"0310303",995,104,385,6,0,2
"0310304",996,68,168,1,1,0
"0310401",997,519,1497,21,5,7
"0330004A",998,1,63,0,0,0
"0330004B",999,2,33,1,0,0
"033001A",1000,2,44,0,0,0
"033001B",1001,2,57,1,1,0
"033002AA",1002,5,70,0,0,0
"033002AB",1003,1,16,0,0,0
"033002B",1004,1,41,0,0,0
"033003A",1005,0,24,0,0,0
"033003B",1006,2,49,0,0,0
"0350001",1007,62,489,2,0,2
"0350002",1008,108,503,4,2,3
"0350003",1009,121,684,10,1,2
"0350004",1010,51,350,3,0,0
"0350005",1011,243,980,6,1,0
"0350006",1012,168,774,5,1,2
"0350007",1013,78,449,4,1,0
"0350008A",1014,322,1319,22,3,3
"0350008B",1015,0,3,0,0,0
"0350009",1016,107,530,5,0,0
"0350010",1017,203,846,14,0,1
"0350011",1018,98,542,8,4,1
"0370007",1019,902,1637,29,9,4
"0370009",1020,655,1275,22,4,5
"0370010",1021,266,1139,14,2,1
"0370011",1022,262,1713,15,2,0
"0370012",1023,232,1623,13,5,3
"0370013",1024,18,22,0,0,0
"0370014",1025,600,1596,11,7,4
"0370015",1026,45,354,4,0,0
"0370016",1027,89,913,10,0,0
"0370017",1028,160,1072,7,2,1
"0370018",1029,288,1385,18,4,1
"0370019",1030,38,591,2,0,0
"037001A",1031,482,76,6,2,2
"037001B",1032,452,204,3,2,0
"0370020",1033,148,275,1,2,1
"0370021",1034,38,134,1,2,1
"0370022",1035,39,230,1,1,1
"0370024",1036,42,379,1,1,0
"0370025",1037,151,711,4,3,2
"0370027",1038,18,478,4,0,0
"0370028",1039,34,542,1,1,0
"0370029",1040,30,232,1,0,0
"037002A",1041,501,146,5,1,2
"037002B",1042,156,68,2,2,0
"037002C",1043,528,76,3,2,0
"037002D",1044,14,12,1,0,0
"0370030",1045,197,799,9,2,2
"037003A",1046,367,601,3,2,5
"037003B",1047,278,221,4,5,2
"037004A",1048,312,227,2,1,3
"037004B",1049,433,697,13,1,0
"037004C",1050,193,141,1,1,2
"037004D",1051,11,21,0,0,0
"037004E",1052,0,0,0,0,0
"037005A",1053,55,87,1,1,1
"037005B",1054,1,0,0,0,0
"037005C",1055,775,2502,27,5,7
"037006A",1056,469,1116,15,5,4
"037006B",1057,408,1225,19,5,3
"037008A",1058,298,191,2,1,2
"037008B",1059,546,1605,15,7,2
"037008C",1060,161,737,7,0,1
"0390001",1061,798,1720,41,7,0
"0390002",1062,666,2003,32,11,1
"0390003",1063,783,2370,37,9,0
"0390004",1064,510,1636,21,4,1
"0390005",1065,340,1124,4,3,0
"0390006",1066,140,964,11,6,0
"0390007",1067,693,527,11,3,0
"0390008",1068,152,689,11,1,1
"0390009",1069,236,375,7,2,0
"0390010",1070,98,585,7,1,0
"0390011",1071,1307,1614,30,6,1
"0390012",1072,984,1517,32,7,2
"0390013",1073,1342,1820,53,14,4
"0390014",1074,766,2643,34,7,0
"0390015",1075,204,1578,26,2,0
"0390016",1076,848,2132,46,17,0
"0390017",1077,697,701,22,8,1
"0390018",1078,1172,2373,45,5,4
"0390019",1079,526,630,14,2,0
"0390020",1080,208,850,11,1,0
"0390021",1081,2217,1679,47,13,2
"0390022",1082,742,2233,61,9,1
"0390023",1083,800,2084,53,9,1
"0390024",1084,833,2359,33,8,2
"0390025",1085,328,1058,20,4,0
"0390026",1086,1345,1549,26,8,0
"0390027",1087,871,920,11,5,1
"0390028",1088,1296,1815,50,5,1
"0390029",1089,1692,1056,22,6,0
"0390030",1090,471,1733,28,6,0
"0390031",1091,143,702,5,4,0
"0390032",1092,354,1559,13,1,0
"0390033",1093,406,1024,15,1,0
"0390034",1094,782,2336,36,10,0
"0390035",1095,212,991,10,5,0
"0390036",1096,397,710,8,2,1
"0390037",1097,1016,1542,34,4,0
"0390038",1098,164,479,8,0,0
"0390039",1099,910,1993,42,9,1
"0390040",1100,1198,2553,44,14,0
"0390041",1101,984,652,24,3,0
"0390042",1102,158,305,7,1,0
"0390043",1103,937,2017,44,2,1
"0390044",1104,2010,1249,39,10,2
"0390045",1105,693,1724,42,7,0
"0390046",1106,1135,2090,57,7,0
"0390047",1107,788,1201,29,6,0
"0390048",1108,646,1241,31,4,0
"0390049",1109,177,1093,13,4,0
"0390050",1110,2784,1073,31,11,2
"0390051",1111,696,1930,27,8,0
"0390052",1112,760,1533,32,11,0
"0390053",1113,1416,500,14,5,1
"0390054",1114,1400,818,38,8,1
"0390055",1115,677,1502,29,2,0
"0390056",1116,959,2123,57,9,0
"0390057",1117,533,1847,22,4,0
"0390058",1118,1558,913,21,6,1
"0390059",1119,2630,1206,40,13,1
"0390060",1120,1815,1681,49,11,0
"0390061",1121,156,542,11,0,2
"0390062",1122,1805,1227,35,8,0
"0390063",1123,2231,702,33,9,0
"0390064",1124,6,21,0,0,0
"0390066",1125,2064,978,21,10,3
"0390067",1126,1952,751,22,4,3
"0390068",1127,2611,1288,31,15,4
"0410001",1128,327,1279,18,5,0
"0410002",1129,1169,2904,74,11,4
"0410003",1130,248,409,7,1,0
"0410004",1131,750,108,3,6,0
"0410005",1132,261,1122,16,1,0
"0410006",1133,133,637,12,1,0
"0410007",1134,222,1206,12,4,0
"0410008",1135,566,490,41,2,3
"0410009",1136,479,549,25,3,3
"0410010",1137,1129,1754,72,6,6
"0410011",1138,1052,831,56,5,4
"0410012",1139,1207,1797,88,10,3
"0410013",1140,689,935,48,7,3
"0410014",1141,1012,455,29,4,1
"0410015",1142,877,1466,38,7,3
"0410016",1143,484,174,11,2,0
"0410017",1144,1080,853,49,10,5
"0410018",1145,259,51,6,1,0
"0410019",1146,142,94,2,1,0
"0410020",1147,1324,920,68,10,5
"0410021",1148,625,290,27,5,2
"0410022",1149,106,95,2,2,0
"0410023",1150,11,52,1,0,0
"0410024",1151,753,737,42,8,7
"0410025",1152,476,76,5,1,0
"0410026",1153,838,1776,45,4,3
"0410027",1154,516,2097,44,3,0
"0410028",1155,49,272,9,1,0
"0410029",1156,215,386,10,0,0
"0410030",1157,821,661,23,4,2
"0410031",1158,1430,1525,96,7,7
"0410032",1159,1,0,0,0,0
"0410033",1160,571,352,12,2,3
"0410034",1161,1594,1154,97,17,9
"0410035",1162,2736,1816,114,25,7
"0410036",1163,1289,1346,67,13,2
"0410037",1164,16,115,1,0,0
"0410038",1165,161,37,0,0,0
"0410039",1166,1475,1865,81,5,2
"0410040",1167,1507,2246,66,13,7
"0410041",1168,1251,2787,50,7,5
"0410042",1169,0,0,0,0,0
"0410043",1170,16,6,0,0,0
"0410044",1171,10,76,5,0,0
"0410045",1172,20,70,0,0,0
"0410046",1173,114,130,4,2,0
"0410047",1174,125,143,2,2,0
"0410048",1175,36,126,3,1,0
"0410049",1176,149,52,5,0,0
"0410050",1177,0,2,0,0,0
"0410051",1178,0,0,0,0,0
"0410052",1179,1,9,0,0,0
"0410053",1180,50,48,0,0,0
"0410056",1181,1,11,0,0,0
"0410057",1182,91,43,4,1,0
"0410058",1183,286,299,21,3,2
"0410059",1184,3,18,0,0,0
"0410060",1185,7,70,0,0,0
"0410061",1186,12,35,0,0,0
"0410062",1187,0,0,0,0,0
"0410063",1188,1266,2697,72,7,7
"0410064",1189,0,0,0,0,0
"0410065",1190,45,120,0,1,0
"0410067",1191,77,154,6,0,2
"0410068",1192,0,0,0,0,0
"0410069",1193,1414,2630,83,9,4
"0410070",1194,397,452,41,1,0
"0410071",1195,18,74,0,0,0
"0410072",1196,9,10,0,0,0
"0410074",1197,131,63,6,0,0
"0410077",1198,122,178,0,2,0
"0410078",1199,29,126,1,0,0
"0410079",1200,25,35,1,0,0
"0410080",1201,946,1865,79,10,7
"0410081",1202,19,28,2,0,0
"0410082",1203,63,203,10,0,0
"0410083",1204,0,0,0,0,0
"0410086",1205,0,0,0,0,0
"0410087",1206,0,0,0,0,0
"0410088",1207,0,0,0,0,0
"0410089",1208,0,0,0,0,0
"0410090",1209,6,10,0,0,0
"0410091A",1210,0,3,0,0,0
"0410091B",1211,0,1,0,0,0
"0410092",1212,0,0,0,0,0
"0410093",1213,0,0,0,0,0
"0410094A",1214,0,0,0,0,0
"0410094B",1215,0,0,0,0,0
"0410094C",1216,0,0,0,0,0
"0410095",1217,0,0,0,0,0
"0410096",1218,0,0,0,0,0
"0410097",1219,0,0,0,0,0
"0410098",1220,1,3,0,0,0
"0410099",1221,0,0,0,0,0
"0410100",1222,0,1,0,0,0
"0410101A",1223,9,16,0,0,0
"0410101B",1224,0,0,0,0,0
"0410101C",1225,0,0,0,0,0
"0410101D",1226,0,0,0,0,0
"0410102",1227,0,0,0,0,0
"0410103",1228,0,0,0,0,0
"0430001",1229,515,888,26,1,0
"0430002",1230,389,388,20,1,0
"0430003",1231,156,143,4,2,0
"0430004",1232,506,538,18,7,0
"0430005",1233,51,33,2,0,0
"0430006",1234,227,265,7,1,0
"0430007",1235,68,33,1,0,0
"0430008",1236,346,173,11,2,0
"0450001",1237,14,84,1,0,0
"0450002",1238,17,154,0,1,0
"0450003",1239,17,158,5,0,0
"0450004",1240,25,203,1,0,0
"0450006",1241,5,40,0,0,0
"0470001",1242,389,219,2,2,0
"0470002",1243,345,284,3,1,0
"0470003",1244,282,182,4,0,0
"0470004",1245,368,262,1,3,0
"047003S",1246,86,51,0,0,0
"0490101",1247,254,1479,11,3,0
"0490105",1248,172,989,16,2,0
"0490109",1249,17,208,1,1,0
"0490113",1250,202,1096,13,2,1
"0490202",1251,140,621,5,1,0
"0490204",1252,199,558,9,1,0
"0490212",1253,58,567,1,0,1
"0490214",1254,50,498,3,0,1
"0490215",1255,11,197,1,0,0
"0490303",1256,143,640,9,1,1
"0490306",1257,149,1185,14,5,1
"0490307",1258,53,485,6,1,0
"0490308",1259,30,440,4,0,0
"0490316",1260,15,188,2,0,0
"0490318",1261,145,1082,10,1,1
"0490410",1262,178,1565,8,3,0
"0490411",1263,139,576,10,2,0
"0490417",1264,152,1324,11,1,0
"0510113",1265,55,460,0,0,0
"0510114",1266,289,922,2,5,0
"0510203",1267,59,241,7,0,0
"0510204",1268,69,456,6,0,0
"0510207",1269,103,226,0,0,0
"0510211",1270,132,621,8,0,0
"0510215",1271,69,237,2,3,0
"0510301",1272,205,755,10,1,0
"0510305",1273,73,359,2,0,0
"0510308",1274,64,262,2,0,0
"0510309",1275,104,521,6,3,0
"0510406",1276,279,482,9,0,0
"0510410",1277,287,1201,9,3,0
"0530001",1278,208,942,9,1,3
"0530002",1279,512,1637,30,4,3
"0530003",1280,269,587,9,1,0
"0530004",1281,513,1387,23,3,0
"0530005",1282,226,614,7,1,0
"0530006",1283,119,377,9,1,0
"0530007",1284,117,409,5,0,0
"0530008",1285,168,795,7,0,1
"0530009",1286,424,1657,14,2,0
"0530010",1287,245,970,26,0,0
"0530011",1288,81,468,6,0,0
"0530012",1289,273,1075,16,4,0
"0530013",1290,183,635,12,3,0
"0530014",1291,62,358,4,1,0
"0530015",1292,123,530,7,1,0
"0530016",1293,76,336,4,0,0
"0530017",1294,247,1215,16,3,0
"0530018",1295,244,654,7,0,1
"0530019",1296,772,2264,26,5,1
"0530020",1297,777,1857,31,4,0
"0550100",1298,189,122,6,1,1
"0550101",1299,294,195,7,2,1
"0550102",1300,159,356,3,3,1
"0550103",1301,731,760,22,4,3
"0550104",1302,108,248,3,0,0
"0550105",1303,48,25,1,0,0
"0550107",1304,0,0,0,0,0
"0550108",1305,31,28,1,1,1
"0550109",1306,3,27,0,0,0
"0550110",1307,45,50,1,0,1
"0550111",1308,337,334,13,1,4
"0550112",1309,0,0,0,0,0
"0550113",1310,0,0,0,0,0
"0550114",1311,0,0,0,0,0
"0550115",1312,0,0,0,0,0
"0550116",1313,0,0,0,0,0
"0550117",1314,0,0,0,0,0
"0550118",1315,40,46,1,0,0
"0550201",1316,242,392,10,1,2
"0550202",1317,236,527,10,4,2
"0550203",1318,191,560,12,1,0
"0550204",1319,251,701,11,3,2
"0550205",1320,41,186,0,0,1
"0550206",1321,269,360,2,0,2
"0550301",1322,370,363,21,7,1
"0550302",1323,513,505,14,3,2
"0550303",1324,210,313,3,2,0
"0550305",1325,137,212,7,1,2
"0550306",1326,116,120,3,0,0
"0550307",1327,0,0,0,0,0
"0550400",1328,21,24,0,0,0
"0550401",1329,347,141,4,0,0
"0550402",1330,739,430,13,3,3
"0550404",1331,571,470,9,6,2
"0550405",1332,308,454,10,3,1
"0550407",1333,5,3,0,0,0
"0550408",1334,9,4,0,0,0
"0550409",1335,10,16,0,0,0
"0550410",1336,0,0,0,0,0
"0550411",1337,0,0,0,0,0
"0550412",1338,101,59,3,1,1
"0570001",1339,126,79,2,1,1
"0570002",1340,187,221,6,0,0
"0570003",1341,29,23,0,0,0
"0570004",1342,104,177,1,0,0
"0570005",1343,45,144,0,0,1
"0570006",1344,70,293,1,0,1
"0570007",1345,150,179,1,0,1
"0570008",1346,123,107,2,0,1
"0570009",1347,15,17,0,0,0
"0570010",1348,36,56,2,0,0
"0570011",1349,85,192,2,0,1
"0570012",1350,212,718,6,0,2
"0570013",1351,4,6,0,0,0
"0570014",1352,41,59,0,0,0
"0570015",1353,52,70,0,0,0
"0570016",1354,238,462,10,2,2
"0570017",1355,145,321,6,1,0
"0570018",1356,49,186,2,0,0
"0570019",1357,56,357,3,0,0
"0570020",1358,22,27,0,0,0
"0570021",1359,30,76,0,1,0
"0570022",1360,68,210,3,0,0
"0570023",1361,24,142,1,0,0
"0570024",1362,148,873,7,1,2
"0570025",1363,89,646,6,0,0
"0590001",1364,193,1483,21,5,0
"0590002",1365,161,1284,14,6,0
"0590003",1366,192,1322,16,1,0
"0590004",1367,76,995,11,3,0
"0590005",1368,8,86,1,0,0
"0590006",1369,65,520,6,0,0
"0590007",1370,39,322,2,0,0
"0610001",1371,507,524,2,4,1
"0610002",1372,153,224,0,2,1
"0610003",1373,708,597,10,2,0
"0610004",1374,1136,1045,10,7,4
"0610005",1375,208,74,4,2,0
"0610006",1376,390,156,4,0,1
"0610007",1377,122,75,0,0,0
"0610008",1378,153,73,2,1,1
"0610009",1379,676,304,9,8,0
"0610010",1380,554,262,7,3,0
"0610011",1381,585,366,3,5,0
"0610012",1382,804,554,8,4,1
"0610013",1383,200,95,2,0,3
"0610014",1384,789,503,7,6,5
"0610015",1385,749,417,11,7,0
"0610016",1386,313,361,4,1,0
"0610017",1387,1111,896,13,7,1
"0610018",1388,708,474,4,3,1
"0610019",1389,499,371,5,1,1
"0610020",1390,365,521,3,3,0
"0610021",1391,748,441,8,1,3
"0610022",1392,803,520,4,1,4
"0610023",1393,46,80,1,0,0
"0610024",1394,394,317,8,4,1
"0610025",1395,296,181,4,5,1
"0610026",1396,763,841,17,3,6
"0610027",1397,823,484,6,4,0
"0610028",1398,431,393,4,0,1
"0610029",1399,742,929,7,4,3
"0610030",1400,278,391,5,3,3
"0610031",1401,114,64,0,1,0
"0610032",1402,741,709,7,2,0
"0610033",1403,195,134,3,2,1
"0610034",1404,93,113,1,2,0
"0610035",1405,339,365,6,2,3
"0610036",1406,650,522,6,2,3
"0610037",1407,455,249,7,1,1
"0610038",1408,291,196,2,0,0
"0610039",1409,331,228,3,0,0
"0610040",1410,697,491,4,4,1
"0610041",1411,1273,652,9,2,1
"0610042",1412,339,178,1,1,3
"0610043",1413,336,243,6,1,0
"0610044",1414,897,1002,20,6,10
"0610045",1415,588,345,7,4,1
"0610046",1416,1260,761,9,3,0
"0610047",1417,340,154,1,2,1
"0610048",1418,1478,1027,18,2,9
"0610049",1419,250,162,3,2,1
"0610050",1420,1313,1166,12,6,4
"0610051",1421,332,283,6,3,1
"0610052",1422,632,931,6,3,1
"0610053",1423,1047,617,14,10,2
"0610054",1424,1587,987,19,10,2
"0610055",1425,936,749,12,2,0
"0610056",1426,611,581,9,0,0
"0610057",1427,205,232,3,2,0
"0610058",1428,994,1049,7,5,3
"0610059",1429,186,98,3,0,1
"0610060",1430,302,192,0,1,0
"0610061",1431,843,453,9,2,0
"0610062",1432,1048,549,10,8,5
"0610063",1433,638,315,4,1,1
"0610064",1434,791,819,7,5,2
"0610065",1435,900,743,5,3,6
"0610066",1436,1294,1319,17,6,5
"0610067",1437,864,1187,14,8,2
"0610068",1438,738,442,6,4,1
"0610069",1439,1089,612,16,6,4
"0610070",1440,378,172,2,1,0
"0610071",1441,1064,617,9,7,1
"0610072",1442,1236,808,12,6,2
"0610073",1443,1446,857,16,8,1
"0610074",1444,1318,852,22,12,6
"0610075",1445,993,543,11,7,3
"0610076",1446,443,285,3,4,0
"0610077",1447,898,502,10,7,0
"0610078",1448,903,829,12,2,2
"0610079",1449,946,891,17,7,2
"0610080",1450,1272,1503,18,6,4
"0610081",1451,454,495,7,2,0
"0610082",1452,649,426,12,5,4
"0610083",1453,358,337,6,1,1
"0610084",1454,589,586,9,3,3
"0610085",1455,352,357,6,1,1
"0610086",1456,470,322,8,4,1
"0610087",1457,528,721,3,2,4
"0610088",1458,929,676,9,4,1
"0610095",1459,311,211,4,3,1
"0610096",1460,471,229,7,3,1
"0610097",1461,208,101,2,1,0
"0610098",1462,1328,814,16,7,2
"0610099",1463,90,81,1,0,0
"0610100",1464,1169,804,11,1,4
"0610101",1465,256,170,4,1,0
"0610102",1466,709,573,10,8,3
"0610103",1467,103,75,2,1,0
"0610104",1468,58,46,1,0,0
"0610105",1469,17,14,0,0,0
"0610106",1470,877,638,12,5,2
"0610107",1471,169,109,2,2,1
"0610108",1472,0,0,0,0,0
"0610109",1473,0,0,0,0,0
"0631001",1474,341,906,9,2,0
"0632002",1475,298,1195,2,1,0
"0633003",1476,446,570,12,3,0
"0634004",1477,309,955,8,1,0
"0650101",1478,35,328,4,1,0
"0650102",1479,1,58,1,0,0
"0650103",1480,39,260,3,0,0
"0650201",1481,75,788,16,1,0
"0650301",1482,58,429,7,0,0
"0650302",1483,20,228,1,0,0
"0650401",1484,59,488,3,1,0
"0650402",1485,10,200,2,0,0
"0670001",1486,458,1738,12,3,0
"0670002",1487,75,239,1,1,0
"0670004",1488,84,225,3,0,0
"0670005",1489,127,478,1,2,0
"0670006",1490,40,350,1,1,0
"0670007",1491,257,1118,7,1,0
"0670009",1492,198,539,5,0,0
"0670011",1493,144,332,4,0,0
"0670012",1494,173,453,6,2,0
"0670014",1495,238,1283,6,2,0
"0670015",1496,57,371,2,1,0
"0670016",1497,40,333,1,1,0
"0670017",1498,357,1980,11,0,1
"0670018",1499,28,377,2,2,0
"0670019",1500,30,321,3,0,0
"0670021",1501,25,184,3,0,2
"067013T",1502,440,569,10,1,0
"067020E",1503,24,143,1,0,0
"0690101",1504,117,187,1,0,0
"0690105",1505,2,29,0,0,0
"0690201",1506,110,181,2,0,0
"0690206",1507,14,86,0,0,0
"0690301",1508,118,435,2,0,0
"0690307",1509,12,102,1,2,0
"0690401",1510,75,130,2,3,0
"0690408",1511,18,452,1,1,0
"0710001",1512,68,402,6,0,0
"0710002",1513,150,346,3,2,0
"0710003",1514,114,203,3,1,0
"0710004",1515,372,2547,52,4,0
"0710005",1516,229,1644,24,4,0
"0710006",1517,348,1140,14,7,0
"0710007",1518,231,1283,11,3,0
"0710008",1519,496,3067,38,9,0
"0710009",1520,29,238,2,0,0
"0710010",1521,589,3289,55,8,0
"0710011",1522,396,1172,13,0,1
"0710012",1523,261,704,7,7,0
"0710013",1524,0,0,0,0,0
"0710014",1525,55,297,0,2,0
